text,user/name
"Sound energy policy can accelerate efforts to achieve net zero emissions by 2050. For carbon capture and storage, governments can encourage innovation by setting policies for CO₂ storage and supporting long-term research and development.",ExxonMobil
"We have all become a bit more digital lately, but the construction team of Johan Sverdrup phase 2 has been digital for a long while already. 

“I don't want to go back to the way it was before we used the digital twin and Hololens.” Aibel chairman Halvor Hansen is pleased that Equinor’s Espen Eliassen brought along the tools that may look like a gimmick, but which actually help save an enormous amount of time in the construction of Johan Sverdrup phase 2 😀",Equinor
"A number of our employees are working from home offices at present, but certain tasks are more difficult than others to carry out there. So when you can't use a geology lab onsite at the office, what about bringing the geology lab home? 📲 Our proprietary “Rock'n Log” tool makes it possible for our geologists to study Johan Sverdrup subsurface core samples from the safety of their living rooms and kitchens. “How cool is that? This gives us enormous opportunities 🤩,” says Elisabeth Birkeland who uses the technology in her workday.",Equinor
"Now, more than ever, safety and caring for people comes first. In Equinor, health and safety are always our top priority – but the magnitude of the corona crisis calls for a broader contribution. That’s why we’re announcing donations of USD 500,000 each to NRC - Norwegian Refugee Council and the COVID-19 Solidarity Response Fund in support of the World Health Organization powered by Swiss Philanthropy Foundation and UN Foundation.",Equinor
"Roadmaps help outline the way forward. Ours have over 150 potential steps to help us reach net zero emissions across our operations by 2050. From cutting-edge technologies to sound energy policy, these roadmaps can help lead to a lower-emission energy future.",ExxonMobil
"We aim to achieve net zero emissions for Scope 1 & 2 by 2050. To do that, we’ve created roadmaps that include a range of solutions. See what potential modifications can be applied to our operations.",ExxonMobil
"In aiming for net zero by 2050, our chairman and CEO, Darren Woods, outlines focus areas that can help get us there. Read the full Advancing Climate Solutions 2022 Progress Report: https://corporate.exxonmobil.com/Climate-solutions/Advancing-climate-solutions-progress-report",ExxonMobil
"If you’re looking for fun online learning to engage kids aged 10+, take a look at #TechWeCan. We’re thrilled to have worked with #TechSheCan, #EDFEnergy & #SSE to co-design their new Tech for #Energy lesson! https://bit.ly/34ZipFM",bp
Download the BPme app & register today to receive 500 bonus points. That's enough to treat yourself to your daily regular-sized coffee! ☕️ Find out more at https://www.bpmerewards.co.uk/registration-bonus/ #BPmeRewards,bp
,bp
Our new climate ambitions in Norway are to reduce emissions by 40% by 2030 and to as close to zero emissions as possible by 2050 ↗️ Read more here: https://www.equinor.com/en/news/2020-01-06-climate-ambitions-norway.html,Equinor
"Johan Sverdrup, the largest field development in Norway since the 1980s, is now in production 🎉 And we have our partners, suppliers, and thousands of skilled experts in Norway and across the globe to thank. Together we’ve developed a world-class field that will produce with record-low emissions per barrel. Congratulations! 😀",Equinor
"We look forward to deploying a new cool subsea drone technology at Njord: An all-electric underwater drone, which may be autonomous below Njord for months between scheduled maintenance, and can operate without a surface vessel 👏🏼 The result is significant carbon reduction, reduced response time, and operations less dependent on weather conditions. Cool, or what?",Equinor
Our ambition is net zero by 2050 and we’re building comprehensive Scope 1 & 2 emission-reduction roadmaps to help us get there. Our Advancing Climate Solutions 2022 Progress Report shows where we’re headed – today and tomorrow.,ExxonMobil
"How can we help address European fuel requirements? By expanding our interest in biofuels. We’re working with Biojet AS on plans to produce a biofuel made from forestry and wood-based construction waste, helping to lower greenhouse gas emissions from cars and heavy trucking.",ExxonMobil
"We believe that to address climate change, the world needs every possible tool, and then some.  What can carbon capture and storage do? Let’s find out, in terms we can all understand.",ExxonMobil
We're delighted that bp’s flagship UK retail site in #Hammersmith has been recognised as the country’s best place to charge an electric vehicle  at the electric vehicle innovation and excellence awards. 🏆🔌🚗 #EV #EVIES  https://on.bp.com/32g2DF4,bp
"To avoid queues in store, customers can pay for fuel via the night pay window at a number of our UK sites. BPme is also a great and contactless way that customers can pay for fuel. #InThisTogether",bp
Tomorrow’s Engineers Week helps encourage students to consider a career in #engineering. Share this fun quiz with a young person to help develop their engineering knowledge and provide useful information about exciting engineering careers. #TEWeek20 #ImAnEngineer https://on.bp.com/3dMOzam,bp
Carbon capture and storage will be vital to reach the climate goals of the Paris Agreement 🌎 Together with Total and Shell we are working with European companies to develop value chains in carbon capture and storage.,Equinor
Tick tock – application deadline closing in. Are you a student who would like to make a difference? Our graduate programme offer opportunities in many disciplines. Why not take a look? 😊,Equinor
"The world needs more offshore wind to meet global climate goals. Now we’re constructing the world’s largest offshore wind farm, Dogger Bank, which will produce renewable energy equivalent to powering 4.5 million British homes 😁",Equinor
"This lockdown we are here when you need us. You can shop with us for essentials when the queues get too much, order your favourite work from home Wild Bean treats straight to your door and even use BPme to pay for fuel when necessary from the comfort of your own vehicle. #ThereWhenYouNeedUs",bp
"#Engineering shapes our world for the better, whether that’s by making our day to day lives easier or tackling some of our biggest global challenges. If you are interested in an engineering #career then join this live Q&A session on 4th November and see if you could #BeTheDifference! #TEWeek20 https://on.bp.com/3mez0eS",bp
"This half term we have everything you need to make a much-needed pit stop, whether its refuelling the car or refuelling the family. You can even pay for fuel from the comfort of the car with our BPme app. #BPme #UltimatePitStop",bp
"Now Utgard is producing – a cross border gas and condensate field in the North Sea with one well on the UK side and one on the Norwegian side of the median line. Utgard will provide high value, low carbon intensity barrels in line with our strategy 🇬🇧🇳🇴",Equinor
"Carbon capture and storage will be vital to reach the global climate goals of the Paris Agreement 😊 We are very pleased that the Northern Lights partners, Total, Shell and leading European companies are taking the first steps to realize a European CO2 transport and storage system!",Equinor
Together with our partners we are preparing for production start at Johan Sverdrup in October – one month ahead of schedule 🙌🏼 We also present updated operating costs and strong cash flow estimates for the initial year of production.,Equinor
To keep the number of individuals in store at a safe level we’ve installed traffic light systems at a number of our UK stores 🚦 Find out more about what we are doing to keep you safe at our stores on our website http://on.bp.com/safety-at-site #InThisTogether,bp
Don't let the kids get bored this holiday - enter the bp Ultimate #STEM challenge instead! This year's challenge is to design a wild area that improves biodiversity locally. https://on.bp.com/35moU4L #bpUltimateStemChallenge,bp
"We’ve joined forces with five of the world’s biggest energy companies - Eni, Equinor, National Grid, Shell and Total on a project that could support the decarbonization of nearly 50% of UK industrial emissions! The partnership aims to develop offshore CCUS infrastructure to transport and store millions of tonnes of CO2 emissions safely in the North Sea – a critical step to help the UK achieve net zero by 2050.",bp
"Less than nine months after the Norwegian Sea Aasta Hansteen field came on stream, the first new discovery is tied back to the Norwegian deep-water pioneer. On 1 September the Snefrid North field came on stream! 👏🏼 The template is delivered by Aker Solutions in Sandnessjøen and installed by Subsea 7 Official – both were also Aasta Hansteen suppliers. The Snefrid North well was drilled by Transocean Spitsbergen while drilling Aasta Hansteen wells 😊",Equinor
"Today we announce our 10 new #TechstarsEnergy companies! 🤩 These startups competed with hundreds of applicants from 42 countries and represent world-leading tech and energy startups 🚀 We’re excited to welcome you to our Oslo office 9 September! Techstars, Kongsberg Gruppen and Capgemini.",Equinor
"Do you, or someone you know, want to join our open innovation challenge? 😊 This year we’re seeking proposals for making our sensor installations more cost-effective.",Equinor
We have on-nozzle hand protection at all of our UK sites so that customers can have confidence when visiting  us this half term. #InThisTogether,bp
"With Wild Bean Cafe just around the corner, you don't have to wait for greatness anymore. Pop in and enjoy a cup of freshly ground coffee today. #WildBeanCafe #ThereWhenYouNeedUs",bp
"bp has launched it's Ultimate #STEM Challenge 2020,  inviting young people across the UK to design an amazing wild area to improve their local biodiversity and help tackle the decline in our native wildlife. https://on.bp.com/35moU4L #bpUltimateStemChallenge",bp
"The Mariner field on the UK continental shelf is on stream 👏🏼 The oil field east of the Shetland Islands is supporting more than 700 long-term jobs and generating revenue for decades to come. As a digital frontrunner we’re applying digital solutions and new technology to support safe and efficient operations. Mariner is Equinor’s first UK operated oil field, and part of our broad range of activities in the UK including offshore wind and natural gas. A big thank you to everyone who has contributed to bringing Mariner on stream safely.",Equinor
Psst! Did you know that we’ve posted lots of graduate positions this week? Why not check them out? 😊👇🏼,Equinor
"The Troll C platform on the Norwegian Continental Shelf has a new skyline! 🙌🏼 A new module of some 400-tonnes will receive more gas from the subsea field Fram close by and contribute to increased capacity and recovery for the rest of the fields lifetime. The module is delivered from Aibel AS in Haugesund, Norway and was installed by the heavy-lift vessel Thialf (from Heerema Marine Contractors).",Equinor
Find out how a 200-year-old British brickmaking business is cutting its carbon emissions.,bp
"Take a trip around the World with bp engineer Nathan Barrett as he shares his #engineering career history working on some of the industry’s most interesting, varied and ambitious projects! https://on.bp.com/3lQT6M1",bp
"bp is delighted to be a founding signatory to the Tomorrow's Engineers code, helping create a more joined-up way to make #engineering careers accessible for young people. Find out what The Code is and how it’ll work at the #tecodelaunch on 15 Oct https://on.bp.com/36WNNWR",bp
,bp
"UK’s largest ever EV infrastructure contract awarded to BP Chargemaster!  We are excited to support Police Scotland in their transition to electric with over 1,000 charge points, including our 150kW chargers, installed across Scotland.  Find out more at https://on.bp.com/34DbS27",bp
"50 years ago today bp discovered the Forties field in the #NorthSea. Today Emeka Emembolu, SVP North Sea shares his thoughts on the region with the HeraldScotland https://on.bp.com/34BILMI",bp
"The second quarter was characterised by:
– Overall solid operational performance, maintaining high production 
– Financial results impacted by lower prices, turnarounds and production mix
– Lowering organic capex guiding from USD 11 billion to USD 10-11 billion
– Progressing attractive project portfolio – further reducing capex for Johan Sverdrup phase 1",Equinor
"A Equinor tem a honra de anunciar que é a nova Patrocinadora Master do Museu de Arte do Rio - MAR.

Coragem, transparência, cuidado e colaboração são os valores que orientam a nossa empresa, visando, sempre, a criação de valor local duradouro para todos os brasileiros.

O estímulo à educação, à cultura e a busca por igualdade são bandeiras que uniram Equinor e MAR, reafirmando nosso compromisso com o desenvolvimento do país.

Por meio da Lei Federal de Incentivo à Cultura, vamos financiar a programação do MAR em 2019, colocando nossa marca a serviço da educação e da cultura.

Conheça a programação do MAR que será viabilizada por essa parceria https://www.museudeartedorio.org.br/pt-br/programacao",Equinor
"Are you working on a disruptive energy solution? 😊 Now you can apply for this year’s accelerator programme, Techstars Energy! Kongsberg Gruppen, Techstars.",Equinor
"Swipe to Win is back! One lucky swipe each day could make BPme rewards customers a winner of up to 500,000 points. To take part, all you need to do is swipe your BPme Rewards card in-store or transact using your BPme app. To learn more, including T&Cs please visit https://bit.ly/33gI2kO #SwipeToWin #BPmeRewards",bp
"The energy system needs to be rewired. So, by 2030 we aim to have developed 50GW of renewable energy generating capacity – a 20-fold increase on the 2.5GW we have developed to date. Just one step we’re taking towards our #bpNetZero ambition, and to help the world get there too. https://on.bp.com/3n756dF",bp
"From macchiatos to americanos, we love refuelling your day with freshly ground, 100% arabica coffee all year round. What’s your favourite Wild Bean Cafe coffee? #InternationalCoffeDay",bp
"Growing in offshore wind! 💨 Together with Korea National Oil Corporation we will explore the possibilities of developing commercial floating offshore wind in South Korea, which is pursuing a transition in energy mix from nuclear and coal to renewable energy.",Equinor
"Others, too, seem to enjoy themselves at Johan Sverdrup! 🤩 Now, both the seals and we look forward to the next step of the Johan Sverdrup development towards first oil later this year.",Equinor
"Summarized:
• Solid results and strong cash flow
• Strong operational performance with record high end year production
• Continued growth in return on avg. capital employed
• The reserve replacement ratio: all time high
• 13% step-up in Q4 dividend to USD 0.26 per share",Equinor
"A prominent Black-owned enterprise that knows how to succeed and pay it forward, Thompson Hospitality runs several of our on-site U.S. restaurants and has been a valued supplier since 2008. Let’s meet CEO Warren Thompson.",ExxonMobil
"Meet Fran Herman and Audry deLucia, co-owners of ellaprint, a woman- and LGBTQ-owned provider of custom printed products and a valued ExxonMobil supplier since 2014. This is the 50th anniversary of our Supplier Diversity program – we’re proud to work with innovative companies like ellaprint.",ExxonMobil
"Join us in celebrating the 50th anniversary of our Supplier Diversity program. It encompasses a wide range of businesses, including those owned by minorities, women, LGBTQ individuals, veterans, and people with disabilities. Let’s hear from some of them in their own words.",ExxonMobil
bp is delighted to have signed the Energy Leaders’ Charter -  a commitment made at the very top of bp and 13 other companies - to accelerate progress for a better gender balance.  Download the new report here https://on.bp.com/3ighHrj,bp
Lunch just got better! At Wild Bean Cafe you can now grab a hot new meal deal with pizza and wedges 🍕,bp
"Wild Bean Cafe is continuing to serve freshly ground coffee and hot food after 10pm. Whether you’re a night owl or an early riser, we are here to refuel you on your journey ☕ #WildBeanCafe",bp
"She’s on the move! 🙌 After two months voyage at sea from South Korea, the topside for the Johan Sverdrup process platform will arrive at Kvaerner’s yard at Stord, Norway for final preparations before installation offshore and production start-up later this year!",Equinor
"A win-win situation! 🚀 Startups need customers and investors. Large companies need new technology solutions and radical innovations. No one can solve everything on their own. Today, 23 of Europe’s most promising startups in the energy industry presented their solutions to us. This can lead to exciting collaboration in the future!",Equinor
"How do we inspire young people to solve the world’s energy challenges? We need curious minds who dare to think smart, big and new about the future 🚀",Equinor
,ExxonMobil
"Carbon capture and storage (CCS) can remove more than 90% of industrial CO2 emissions. As 23rd World Petroleum Congress participants explore the science behind CCS and its role in lowering greenhouse gas emissions in a special AR experience, discover the process behind CCS for yourself: exxonmobil.com/experience-ccs For the optimal experience, please view on a mobile device. #23WPC2021",ExxonMobil
Today we announced our participation in a feasibility study to assess how hydrogen and carbon capture and storage could be used to help advance industrial decarbonization for parts of southern England. Find out more about it. SGN,ExxonMobil
"Congratulations, Norsea! The supply vessels at the Dusavik base can now charge their batteries from a brand new onshore power plant 🚢🔋 This is another step towards our goal of halving greenhouse gas emissions from logistics on the NCS by 2030. Since 2011 we have cut emissions by a volume equivalent to the emissions from all Oslo cars over a year.",Equinor
We’re pleased to start the new year with a new discovery! 😃 The Norwegian continental shelf has great potential—together with the partners we’ve proven gas and condensate in the Norwegian Sea Ragnfrid North. The discovery is estimated at 6–25 million barrels of oil equivalent.,Equinor
"“I monitor the production to support the fields in their efforts to recover more resources from existing fields, ensure efficient operations, and thus improve earnings and value creation. Through our new tools we also monitor the energy consumption to reduce carbon emissions on the NCS,” says Maren Roll Lied, Equinor.",Equinor
…and what a year it’s been! Here are some of our 2018 highlights 🎆,Equinor
"Are you looking for Santa Clauses and reindeers in the sky at Christmas? 🎅🏽🤶🏼🦌 Several «flying Santa Clauses» have been observed from the North Sea Gudrun platform! Safe journey home to those of you who are going home for Christmas, and special thanks to those of you who will be at work offshore during Christmas.",Equinor
We have fantastic chefs on our platforms who help create the right atmosphere for our colleagues. Chef Ståle Iversen at our Aasta Hansteen platform – which started production earlier this week – has taken Christmas cookie baking to the next level 🎅⬆️ This gingerbread «stave church» is what we call engineering artistry! 🙌,Equinor
Higher than the Eiffel tower and the deepest field development in Norway: The Aasta Hansteen platform is now producing and today gas customers in Europe could buy gas from a new region! 😄 Have you been involved in the project? Let us know what you did – and take a look at the highlights 👇,Equinor
"Apprentice Betine and project manager Terje got the honour of cutting the first steel to Phase 2 of the Johan Sverdrup development ✅ The project is expected to create major ripple effects and close to 2000 jobs.
Aker Solutions, Kvaerner",Equinor
"Are you, or do you know, a student who would like to make a difference? How about considering our summer internship programme? 😊 We accept applications until Friday 14 December.",Equinor
"O grupo de Corporate Graduates de 2019 participou da etapa final do processo seletivo nesta semana. Veja as dicas da nossa Gerente de Desenvolvimento Organizacional, Gabrielle Botelho, e se prepare para o próximo ano!",Equinor
Below 10 dollar and 0.1 kilo CO2 intensity per barrel is a unique combination. Troll Phase 3 is now approved and will be a historically profitable project. Now the giant can continue to deliver for decades ↗️,Equinor
The Techstars Energy company Interface Fluidics ensures the most responsible development of every reservoir 👏 Meet Stuart and understand how.,Equinor
"We’re increasing lower-greenhouse gas emission investments to help reduce emissions. Our newly announced capital plans will include emissions reduction from ExxonMobil existing operations and increased investments in the Low Carbon Solutions business through 2027.

As governments outline their plans for net zero, we’re aligning our business to help support the goals of the Paris Agreement. We’re on track to exceed our 2025 emission-reduction goals nearly four years ahead of schedule. So we’re setting a new plan which is expected to reduce absolute corporate emissions by 20% through 2030 from ExxonMobil operated assets (Scope 1 & 2), compared to 2016 levels.",ExxonMobil
"100 million metric tons – what’s that look like? It’s the amount of CO₂ we plan to annually capture and store near Houston in subsurface geologic formations, and it’s more soccer balls than you could imagine.",ExxonMobil
"The WHO’s approval of the first-ever malaria vaccine is the result of years of hard work by many, including the ExxonMobil Foundation’s longtime partners at PATH's Malaria Vaccine Initiative. Congratulations to all involved on this historical breakthrough. #EndMalaria.",ExxonMobil
"Em parceria com o CNPq, a Equinor está financiando bolsas de mestrado e doutorado nas áreas de petróleo, gás natural e energias renováveis. As inscrições vão até 25 de Janeiro e você consegue saber mais detalhes em http://bit.ly/equinor-cnpq",Equinor
"Na semana passada a Equinor realizou seu exercício global de resposta à emergência no Rio de Janeiro. Mais de 400 pessoas foram envolvidas na atividade que tem como principal objetivo preparar a organização para realizar a melhor resposta no caso de uma emergência. Esperamos nunca precisar colocar em prática, mas mais do que preparação técnica, este é um exercício de colaboração!",Equinor
"Happy 30th birthday, Oseberg Field Centre! 🎈 You’re Norway's third-largest oil producer over the years and have already meant a lot to many who have worked with you, the supplier industry that has grown together with you and for the Norwegian welfare state 🙌🏼 You have an important role to play on the Norwegian continental shelf for a long time, there is still a lot of oil left and large amounts of gas to be produced beyond 2040. Go Oseberg, we’re looking forward to the continuation! ↗️",Equinor
,bp
,bp
,bp
"Power, beauty and brains, coming soon to a track near you. Porsche has again teamed up with ExxonMobil, this time for the 2021 Porsche Mobil 1 Supercup series, to test an advanced biofuel that could help reduce greenhouse gas emissions.",ExxonMobil
"Congratulations are in order for the 1,000 Mozambique women who graduated from the Business Women Connect program the ExxonMobil Foundation and TechnoServe started in 2018. 

#WomenEntrepreneurship",ExxonMobil
"We’re proud of the professional and societal contributions our employees make every day. This month, we're celebrating the contributions of our Hispanic and Latino employees. Together, we are working continuously to help both our company and global communities thrive. In honor of Hispanic and Latino Heritage Month, our Global Organization for the Advancement of Latinos employee resource group hosted a series of events to empower cultural awareness and professional development and exemplify why celebrating diversity helps to create a stronger ExxonMobil for everyone. #HispanicHeritageMonth",ExxonMobil
"Safety remains our core value. From the installation of Perspex till screens in our company owned stores to BPme as a contactless solution for fuel payment, we have put processes in place to make sure customers can visit us with confidence. #InThisTogether",bp
bp are proud to support #TechWeCan which teaches children about the exciting possibilities a career in #technology can bring. Watch this new Tech for Space lesson for ages 10+ and look out for a new lesson every 2nd Tuesday of the month! https://on.bp.com/3iQjOTF,bp
Last year we contributed nearly £10 billion (0.5% of UK GDP) to the UK economy. Find out more at http://bp.com/ukeir,bp
"How many solar panels are needed to supply 170,000 Brazilian households? ☀️",Equinor
Is it possible to beat a world chess champion?,Equinor
How to cut maintenance labor costs by 40%? 📉 Henrik from SafeEx has one solution!,Equinor
"We’re taking action to help address the issue of plastic waste in the environment and announced plans to build a large-scale advanced recycling facility at our Baytown, TX operations. Imagine discarded plastic packaging being transformed into the parts of your fuel-efficient new car. That’s what our process for advanced recycling can do. Read more about our plans to scale it up. https://energyfactor.exxonmobil.com/latest-news/transforming-plastic-waste-through-advanced-recycling/",ExxonMobil
New carbon capture technologies. Fewer methane emissions. Less plastic waste. There are many pathways to a sustainable future and many minds behind the work to achieve that. See some of our team members who are helping make it happen:,ExxonMobil
"Meet Heather, who helps lead the team that scans hundreds of natural gas sites daily for methane leaks. Her work is helping stop methane leaks and changing the way we monitor the Permian Basin.",ExxonMobil
"Veronica Skarseth (26) is a process technician on the Gina Krog platform.
“I love life offshore. People here are nice, and I get to do exciting tasks. In my off-period I spend a lot of time on my family’s farm in western Norway. A perfect combination for me! 😊",Equinor
"Sensytec seeks to prevent any oil spill from happening again 🙅‍♂️ Say hello to Ody from Sensystec, one of our Techstars Energy companies.",Equinor
"We can do a lot to reduce our own emissions, but the world is also completely dependent on nature to reach the climate targets. That’s why we are ready to invest in the protection of rainforests in addition to reducing emissions and growing in renewable energy 🌳",Equinor
"11 companies, 1 shared interest in carbon capture and storage . See how industry and local leaders in Houston are redefining what it means to be the energy capital of the world and what policies are needed to drastically reduce industrial CO₂ emissions. https://energyfactor.exxonmobil.com/insights/partners/emissions-regulation-houston-ccs/",ExxonMobil
"We have announced our interest in working with other industry leaders to advance carbon capture and storage (CCS) in Houston.  Our collective efforts could help the region capture and safely store approximately 100 million metric tons of CO2 emissions per year by 2040, effectively decarbonizing the Houston industrial area. We also believe this initiative could create tens of thousands of new jobs and protect thousands of existing ones. Learn more here: www.HoustonCCS.com

• Calpine Careers
• Chevron
• Dow
• Linde plc
• LyondellBasell
• Marathon Petroleum Corporation
• NRG Energy
• Phillips 66
• Valero Energy",ExxonMobil
"What's the camelina plant, and why are we investing in it? Learn about the qualities that make this crop ideal for a renewable diesel. Production is scheduled to begin in 2022 at the Global Clean Energy Holdings biorefinery in California.",ExxonMobil
"It’s day 2 of bp week. Join members of our leadership team Dev, Carol, William and Emma as they set out their plans, today from 1.30pm BST. Watch the live stream: http://www.bp.com/bpweek",bp
"“The only way you can really be your best at work is if you can be yourself and I don't want people to feel that they can't be themselves at work. I believe that diverse teams produce better results.” Bernard Looney CEO
#TransRightsAreHumanRights 🏳️‍⚧️ https://on.bp.com/2F7dKry https://on.bp.com/3isZpnB",bp
"We're proud to be partnering with Uber, helping them on their journey to become a zero emissions mobility platform by 2040, by making it easier and more affordable for their drivers to charge electric vehicles in London. The partnership is just one of the ways we are turning our strategy into action, as we aim to accelerate the global revolution in mobility and put customers at the heart of what we do. #bpNetZero #WorldEVDay https://on.bp.com/3hahJ3d",bp
"The sun does more than just put us in a good mood – it creates energy ☀️ Therefore we’re investing NOK 700 million in Scatec Solar, corresponding to a 9.7% share in the company. It’s another way we’re developing as a broad energy company ↗️",Equinor
"“We transform 4 weeks of work into only 5 minutes with our software for solar plants.” ☀️👏 Meet Andrea from Rated Power, one of our Techstars Energy companies.",Equinor
"Meet Karoline, an IT-student who worked with us this summer 👋🏼😊",Equinor
"Espen Ingebrigtsen (24) decided back in junior high that he’d work offshore. He’s now been on the Gudrun platform for one year. 
“This has definitely met my expectations. As a process technician and operator in the control room I get varied tasks and full control of things happening on the platform,” he says.",Equinor
How do we ensure that everyone gets the information needed in complex projects? The Techstars Energy company Voyager has a solution 💡,Equinor
"Versor, the start-up company from our innovation programme Techstars Energy, is automating drone inspections 🤖 Meet CEO Erlend Sierra.",Equinor
"Welcome to Prince Edward Island, Canada. It’s the perfect place to test how our lubricants might increase wind turbine performance. 

Together with Wind Energy Institute of Canada, we’re helping give the wind energy industry a boost.",ExxonMobil
"Certified natural gas is in our future. We’ve entered into an agreement with MiQ for third-party certification of natural gas produced at our Poker Lake, NM, facility. See how we support the upcoming certification with technologies that efficiently monitor leaks. This new initiative helps validate our efforts in reducing methane emissions. https://exxonmobil.co/3jQoTys",ExxonMobil
We want to detect and fix methane leaks more quickly and efficiently. That’s why we’re employing Bridger Photonics LiDAR to monitor hundreds of natural gas sites daily and changing how the industry stops leaks.,ExxonMobil
We’re proud to be partnering with Aberdeen City Council to help shape their Net Zero Vision. Aberdeen is the second of 10 to 15 cities we aim to work with – a key part of our ambition to be a net zero company by 2050 and help the world get there too. https://on.bp.com/35flp1r,bp
"Going back to school may feel a little different this year, but Wild Bean Cafe is still here to give those school runs the pick me up they need. #WildBeanCafe",bp
The best way to start your bank holiday #WildBeanCafe,bp
"This bank holiday weekend we believe that no stretch of road is too long. So, when you rely on us, running out of fuel on your next stay-cation will become a thing of the past.  #Everydaybrighter #bpStaycation",bp
We're now an accredited Living Wage Foundation employer. This ensures all colleagues in our UK company owned sites are paid at least the real living wage.,bp
"Our final 'bp inspire me' talk features Dr Sue Round - from serving on the UK Government’s Employee Engagement Task Force to heading up bp’s Upstream talent and learning function, Sue brings a wealth of experience when it comes to leadership. Join us today at 2pm to hear about her leadership experiences at bp. https://on.bp.com/3gtU1zL",bp
"“I guess you could call us the Tesla for air travel.” 
Meet Ampaire, one of the start-ups from our Techstars Energy programme.",Equinor
"Tørres Stangeland started working on the Sleipner platform when it was brand new, 25 years ago. He's still there 😁 We hope for many more years with both Sleipner and Tørres!",Equinor
"We struck oil! This year's first, but not last, Equinor-operated exploration well in the Barents Sea proves that there are good, attractive areas in the north.",Equinor
Can you guess how many litres of BP Ultimate race fuel was used at Barcelona Testing this year?​ #InThisTogether #RSspirit,bp
"Join Carol Howle for our next 'bp inspire me' talk at 2pm on 25 August. Carol, executive vice president, trading & shipping talks about her experiences in the #energy industry, giving examples of creativity and innovation. See the full programme on https://on.bp.com/3gtU1zL
Enabling Enterprise Speakers for Schools",bp
"28 bp supported athletes from 14 countries. 1 year to go 🎉🏅

We're proud of our athletes who are still training hard on the #RoadToTokyo 🎌 #1YTG #WaitForTheGreats. More on our Paralympic partnership: http://on.bp.com/paralympics ParalympicsGB",bp
"All 60 wind turbines for Arkona offshore wind farm in the German Baltic Sea are now installed and one step closer to supply 400,000 households with renewable energy ⚡️",Equinor
How do you power an oil platform with electricity from shore? ⚡️ Last week Johan Sverdrup was electrified – an operation requiring no less than 200 km of power cables.,Equinor
"Remote-controlled, small and without cabins or bathrooms. Today Norway’s first unmanned platform, Oseberg H, came on stream.",Equinor
Wait for it... We’re seeing great things under the ocean. Our marine biologists believe that it’s a porbeagle 🦈 What do you think?,Equinor
We’re off! We’ve spudded the first well on the Utgard field located on the border between the Norwegian 🇳🇴 and British 🇬🇧 continental shelf.,Equinor
Here the Norwegian Minister of Petroleum and Energy cuts CO2 emissions by millions of tonnes.,Equinor
"A long family journey can often incur a case of the rumbling tummies. But not to worry, we’ve got the solution for any stay-cation pit stop needs.  #Everydaybrighter",bp
"Our next ‘bp inspire me’ talk is at 2pm on 20 August. IST global controller Imran Sheikh talks about the skill of teamwork and how he uses this skill to lead a global team. See the full programme at https://on.bp.com/3gtU1zL
Speakers for Schools Enabling Enterprise",bp
Start your day full of beans with 100% arabica coffee #WildBeanCafe,bp
Join Bobbi Pickard in our  next  ‘bp inspire me’ talk at 2pm on 18 August. Bobbi's talk focuses on the power of speaking and how it is helping advance her #career as a project manager. See the full programme at https://on.bp.com/3gtU1zL Skills Builder Speakers for Schools,bp
"bp portrait award 2018 winner, Miriam Escofet, unveils her portrait of Her Majesty Queen Elizabeth II at the Foreign and Commonwealth Office. The Queen attended via video call.  https://on.bp.com/31JpOGG  #bpPortraitAwards #bpPortrait Photo Aliona Adrianova (c)",bp
Good Luck to the  Renault F1 Team drivers as they prepare for this weekend's race #RSspirit,bp
"Our researchers are in the early stages of development with UC Berkeley to pioneer a breakthrough material that, if commercialized, could help capture around 90% of CO2 from natural gas-fired power plants.

Learn how they improved on Metal-Organic Frameworks (MOFs) with the potential to revolutionize carbon capture.",ExxonMobil
"Across our operations, we’re making “smart” upgrades to equipment and developing new tools that improve operator safety and manufacturing efficiencies. The “Smart Lane” artificial intelligence program works similar to a GPS, optimizing procedures for operators and reducing energy use in the process.",ExxonMobil
"Meet Sofia, an intelligent operating assistant that scours and analyzes vast quantities of data, like crude oil output and atmospheric pressure, to help operators work more efficiently and reduce emissions.",ExxonMobil
Dhaval Bhandari is an ExxonMobil researcher whose childhood inspired him to help solve the world’s energy challenges. Watch his story.,ExxonMobil
Refineries and chemical plants are getting “smart” technology upgrades to help operators work more efficiently -- saving energy and reducing emissions compared to current operations. See how the cognitive “Computer Vision” program helps our operators better identify emissions.,ExxonMobil
"Read a blog post from Darren Woods, our chairman and CEO, on our climate policy positions.  https://exxonmobil.co/3h9Arvi",ExxonMobil
These innovative geologists have found between 50–70 million barrels of recoverable oil equivalent near Norne 🙌🏼 Rather than being shut down Norne will therefore remain on stream until 2036.,Equinor
,Equinor
There is still time to apply for our Norway-based graduate positions 😊👇🏼,Equinor
"Our chairman and CEO, Darren Woods, issued a statement on today’s recorded interviews… “Comments made by the individuals in no way represent our company’s position on a variety of issues, including climate policy and our firm commitment that carbon pricing is important to addressing climate change. The individuals interviewed were never involved in developing the company’s policy positions on the issues discussed. We condemn the statements and are deeply apologetic for them, including comments regarding interactions with elected officials. They are entirely inconsistent with the way we expect our people to conduct themselves. We were shocked by these interviews and stand by our commitments to working on finding solutions to climate change.” Darren Woods, Chairman and CEO of ExxonMobil",ExxonMobil
